bill/BillInvoiceId,lineItem/UsageAccountId,lineItem/Region,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UsageUnit,lineItem/UnblendedCost,resourceId,tags/Product,tags/Environment
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-04T15:00:00,2025-10-04T16:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,548.14,Hrs,16.0291,alb-00000381,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-22T09:00:00,2025-10-22T10:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,145.41,Hrs,27.8893,db-00000382,DataPlatform,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-17T12:00:00,2025-10-17T13:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3830.01,GB-Mo,362.2519,vol-00000383,Checkout,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-26T12:00:00,2025-10-26T13:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,299.31,LCU-Hrs,2.3445,alb-00000384,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-29T18:00:00,2025-10-29T19:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4225.16,GB-Mo,69.3783,bucket-00000385,InternalTools,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-24T00:00:00,2025-10-24T01:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,430.96,Hrs,72.8597,db-00000386,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-09T20:00:00,2025-10-09T21:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,33.93,LCU-Hrs,0.3058,alb-00000387,MarketingSite,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-01T21:00:00,2025-10-01T22:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1763.08,GB-Mo,37.3383,bucket-00000388,InternalTools,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-29T03:00:00,2025-10-29T04:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,662.93,Hrs,134.0555,db-00000389,Search,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-25T00:00:00,2025-10-25T01:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,438.61,Hrs,20.11,nat-0000038a,InternalTools,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-04T09:00:00,2025-10-04T10:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,616.5,Hrs,15.069,alb-0000038b,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-03T02:00:00,2025-10-03T03:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,1158.48,GB,116.1191,nat-0000038c,Checkout,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T02:00:00,2025-10-12T03:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,354.04,Hrs,12.6934,i-0000038d,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-08T13:00:00,2025-10-08T14:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,4249.22,GB-Mo,448.8911,vol-0000038e,Checkout,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-23T12:00:00,2025-10-23T13:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3106.22,GB-Mo,278.1225,vol-0000038f,Search,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-03T04:00:00,2025-10-03T05:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,401.99,Hrs,66.664,db-00000390,Search,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-27T04:00:00,2025-10-27T05:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1288.57,GB-Mo,23.6441,bucket-00000391,Checkout,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-18T14:00:00,2025-10-18T15:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,598.17,Hrs,137.7081,db-00000392,MarketingSite,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-14T23:00:00,2025-10-15T00:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,390.22,Hrs,78.0385,db-00000393,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-08T05:00:00,2025-10-08T06:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,70.06,Hrs,1.5843,alb-00000394,Search,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-20T19:00:00,2025-10-20T20:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2516.26,GB-Mo,271.5218,vol-00000395,Checkout,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-27T07:00:00,2025-10-27T08:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,703.6,Hrs,30.7762,nat-00000396,Checkout,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-16T03:00:00,2025-10-16T04:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,490.29,Hrs,23.371,i-00000397,InternalTools,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-09T04:00:00,2025-10-09T05:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,517.55,LCU-Hrs,4.7531,alb-00000398,Search,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-21T19:00:00,2025-10-21T20:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,260.71,Hrs,46.2317,db-00000399,Search,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-01T14:00:00,2025-10-01T15:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,301.69,Hrs,58.3355,db-0000039a,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-12T05:00:00,2025-10-12T06:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,51.11,Hrs,2.1729,nat-0000039b,Checkout,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-03T05:00:00,2025-10-03T06:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,130.88,Hrs,3.4287,alb-0000039c,Search,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-11T03:00:00,2025-10-11T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3474.06,GB-Mo,393.0786,vol-0000039d,Search,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-05T09:00:00,2025-10-05T10:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,288.43,Hrs,13.0908,i-0000039e,Search,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-04T07:00:00,2025-10-04T08:00:00,AmazonS3,Requests-Tier1,GetObject,1713429.0,Requests,629.2525,bucket-0000039f,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-29T11:00:00,2025-10-29T12:00:00,AmazonS3,Requests-Tier1,PutObject,340779.0,Requests,122.0005,bucket-000003a0,Search,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-03T05:00:00,2025-10-03T06:00:00,ElasticLoadBalancing,LCUs,HealthCheck,51.79,LCU-Hrs,0.3883,alb-000003a1,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-29T11:00:00,2025-10-29T12:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,358.07,Hrs,8.926,alb-000003a2,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-29T16:00:00,2025-10-29T17:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,363.33,Hrs,69.1787,db-000003a3,MarketingSite,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-10T07:00:00,2025-10-10T08:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,3931.5,GB,359.9224,nat-000003a4,InternalTools,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-16T02:00:00,2025-10-16T03:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,2732.54,GB-Mo,238.0244,vol-000003a5,MarketingSite,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-16T11:00:00,2025-10-16T12:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,2165.5,GB-Mo,245.9761,vol-000003a6,DataPlatform,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-17T16:00:00,2025-10-17T17:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,519.11,GB-Mo,10.6101,bucket-000003a7,Checkout,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-26T18:00:00,2025-10-26T19:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,707.87,Hrs,33.1569,i-000003a8,Search,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-11T08:00:00,2025-10-11T09:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,370.44,GB-Mo,8.5189,bucket-000003a9,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-11T11:00:00,2025-10-11T12:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,163.0,Hrs,6.0244,i-000003aa,Checkout,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-25T21:00:00,2025-10-25T22:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,551.17,Hrs,20.8797,nat-000003ab,InternalTools,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-27T20:00:00,2025-10-27T21:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2386.85,GB-Mo,40.3166,bucket-000003ac,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-26T22:00:00,2025-10-26T23:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,439.7,Hrs,8.9571,alb-000003ad,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-19T22:00:00,2025-10-19T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,2144.59,GB-Mo,206.1885,vol-000003ae,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-20T08:00:00,2025-10-20T09:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,120.45,Hrs,3.5423,alb-000003af,DataPlatform,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-23T09:00:00,2025-10-23T10:00:00,AmazonS3,Requests-Tier1,PutObject,1257360.0,Requests,456.0843,bucket-000003b0,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-08T15:00:00,2025-10-08T16:00:00,AmazonS3,Requests-Tier1,GetObject,1351430.0,Requests,616.6201,bucket-000003b1,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-09T05:00:00,2025-10-09T06:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,2117.16,GB-Mo,46.758,bucket-000003b2,InternalTools,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-23T22:00:00,2025-10-23T23:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,606.56,Hrs,114.0252,db-000003b3,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-06T18:00:00,2025-10-06T19:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,2701.34,GB,249.9506,nat-000003b4,DataPlatform,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-20T20:00:00,2025-10-20T21:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,2292.28,GB,218.3056,nat-000003b5,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-19T13:00:00,2025-10-19T14:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1453.81,GB-Mo,159.1273,vol-000003b6,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-28T10:00:00,2025-10-28T11:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,691.44,Hrs,15.9925,alb-000003b7,Checkout,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-12T15:00:00,2025-10-12T16:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,30.25,Hrs,1.3184,nat-000003b8,DataPlatform,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-14T02:00:00,2025-10-14T03:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,3736.29,GB,334.2888,nat-000003b9,Checkout,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-05T16:00:00,2025-10-05T17:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,186.72,GB,19.6971,nat-000003ba,Search,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-08T08:00:00,2025-10-08T09:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,133.38,Hrs,2.9237,alb-000003bb,DataPlatform,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-16T15:00:00,2025-10-16T16:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,277.69,Hrs,9.3553,i-000003bc,Search,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-22T12:00:00,2025-10-22T13:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,244.73,Hrs,6.7621,alb-000003bd,DataPlatform,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-01T02:00:00,2025-10-01T03:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,385.97,Hrs,17.8606,i-000003be,InternalTools,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-07T04:00:00,2025-10-07T05:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,394.11,GB-Mo,39.5112,vol-000003bf,InternalTools,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-14T15:00:00,2025-10-14T16:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,569.92,Hrs,110.0867,db-000003c0,DataPlatform,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-06T03:00:00,2025-10-06T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,1207.42,GB-Mo,130.8797,vol-000003c1,DataPlatform,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-12T21:00:00,2025-10-12T22:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3757.02,GB-Mo,416.5672,vol-000003c2,MarketingSite,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-10T03:00:00,2025-10-10T04:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,600.59,Hrs,21.0021,i-000003c3,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-09T08:00:00,2025-10-09T09:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,179.33,GB-Mo,20.7747,vol-000003c4,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-28T10:00:00,2025-10-28T11:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,641.19,Hrs,112.8292,db-000003c5,MarketingSite,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-11T07:00:00,2025-10-11T08:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,725.7,Hrs,148.8657,db-000003c6,InternalTools,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-10T01:00:00,2025-10-10T02:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,441.18,Hrs,20.2698,i-000003c7,MarketingSite,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-19T05:00:00,2025-10-19T06:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1232.88,GB-Mo,137.4175,vol-000003c8,DataPlatform,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-02T14:00:00,2025-10-02T15:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,322.83,Hrs,14.2123,i-000003c9,MarketingSite,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-13T03:00:00,2025-10-13T04:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1745.78,GB-Mo,38.2036,bucket-000003ca,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-09T08:00:00,2025-10-09T09:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,167.16,Hrs,5.6457,i-000003cb,MarketingSite,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-22T22:00:00,2025-10-22T23:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,340.51,GB-Mo,32.0723,vol-000003cc,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-12T02:00:00,2025-10-12T03:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,344.78,Hrs,17.3766,nat-000003cd,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-07T03:00:00,2025-10-07T04:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,319.48,Hrs,10.865,i-000003ce,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-12T07:00:00,2025-10-12T08:00:00,ElasticLoadBalancing,LCUs,HealthCheck,743.14,LCU-Hrs,5.4764,alb-000003cf,Search,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-30T20:00:00,2025-10-30T21:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,2504.1,GB-Mo,291.0491,vol-000003d0,Checkout,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-13T16:00:00,2025-10-13T17:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1180.24,GB,107.5904,nat-000003d1,InternalTools,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-27T03:00:00,2025-10-27T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,1638.1,GB-Mo,132.252,vol-000003d2,DataPlatform,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-12T16:00:00,2025-10-12T17:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,746.58,Hrs,28.691,i-000003d3,DataPlatform,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-18T20:00:00,2025-10-18T21:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,400.6,Hrs,8.8866,alb-000003d4,Checkout,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-05T15:00:00,2025-10-05T16:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,2946.02,GB,216.2882,nat-000003d5,MarketingSite,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-25T20:00:00,2025-10-25T21:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,624.55,Hrs,102.3141,db-000003d6,DataPlatform,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-12T16:00:00,2025-10-12T17:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,2834.84,GB-Mo,49.9399,bucket-000003d7,InternalTools,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-02T19:00:00,2025-10-02T20:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,203.74,GB,17.9885,nat-000003d8,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-08T12:00:00,2025-10-08T13:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,308.8,LCU-Hrs,2.5232,alb-000003d9,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-23T07:00:00,2025-10-23T08:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,59.97,GB-Mo,1.1783,bucket-000003da,MarketingSite,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-14T17:00:00,2025-10-14T18:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,87.23,Hrs,17.9077,db-000003db,MarketingSite,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-27T09:00:00,2025-10-27T10:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,307.69,Hrs,56.8419,db-000003dc,InternalTools,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-28T10:00:00,2025-10-28T11:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4166.97,GB-Mo,76.7808,bucket-000003dd,InternalTools,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-07T04:00:00,2025-10-07T05:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,594.49,Hrs,22.9476,i-000003de,DataPlatform,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-25T04:00:00,2025-10-25T05:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,3785.47,GB,300.8354,nat-000003df,DataPlatform,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-15T01:00:00,2025-10-15T02:00:00,ElasticLoadBalancing,LCUs,HealthCheck,467.55,LCU-Hrs,3.2084,alb-000003e0,DataPlatform,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-26T08:00:00,2025-10-26T09:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,746.43,Hrs,170.6511,db-000003e1,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-22T12:00:00,2025-10-22T13:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,146.91,Hrs,4.2416,alb-000003e2,InternalTools,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-10T01:00:00,2025-10-10T02:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,712.0,GB-Mo,13.56,bucket-000003e3,DataPlatform,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-30T07:00:00,2025-10-30T08:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,582.38,Hrs,134.8763,db-000003e4,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-16T09:00:00,2025-10-16T10:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,3217.01,GB-Mo,66.0973,bucket-000003e5,Search,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-15T11:00:00,2025-10-15T12:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,4948.92,GB-Mo,577.7745,vol-000003e6,InternalTools,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-15T15:00:00,2025-10-15T16:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,100.38,LCU-Hrs,0.8985,alb-000003e7,DataPlatform,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-02T10:00:00,2025-10-02T11:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,182.11,Hrs,29.9977,db-000003e8,Search,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-05T11:00:00,2025-10-05T12:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,31.35,Hrs,1.2673,i-000003e9,Search,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-09T11:00:00,2025-10-09T12:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,285.64,Hrs,58.3023,db-000003ea,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-06T22:00:00,2025-10-06T23:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4101.51,GB,370.9064,nat-000003eb,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-09T00:00:00,2025-10-09T01:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,3939.53,GB,415.7082,nat-000003ec,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-06T17:00:00,2025-10-06T18:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,68.4,GB-Mo,1.2184,bucket-000003ed,InternalTools,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-08T08:00:00,2025-10-08T09:00:00,ElasticLoadBalancing,LCUs,HealthCheck,672.59,LCU-Hrs,6.0648,alb-000003ee,InternalTools,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-24T00:00:00,2025-10-24T01:00:00,AmazonS3,Requests-Tier1,GetObject,1986655.0,Requests,877.1659,bucket-000003ef,Search,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-19T20:00:00,2025-10-19T21:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,236.13,Hrs,6.0282,alb-000003f0,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-20T16:00:00,2025-10-20T17:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,22.65,Hrs,4.9915,db-000003f1,MarketingSite,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-08T09:00:00,2025-10-08T10:00:00,AmazonS3,Requests-Tier1,PutObject,597234.0,Requests,274.401,bucket-000003f2,InternalTools,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-06T05:00:00,2025-10-06T06:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,63.24,Hrs,2.5221,i-000003f3,DataPlatform,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-26T04:00:00,2025-10-26T05:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,112.05,Hrs,5.4598,nat-000003f4,MarketingSite,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-07T14:00:00,2025-10-07T15:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,135.78,Hrs,32.5167,db-000003f5,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-17T11:00:00,2025-10-17T12:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,248.69,Hrs,50.1496,db-000003f6,Search,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-22T22:00:00,2025-10-22T23:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,359.9,Hrs,7.653,alb-000003f7,Search,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-22T14:00:00,2025-10-22T15:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,724.71,Hrs,24.3033,i-000003f8,Checkout,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-10T20:00:00,2025-10-10T21:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,604.45,Hrs,22.7764,nat-000003f9,InternalTools,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-03T16:00:00,2025-10-03T17:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,3372.44,GB-Mo,69.2367,bucket-000003fa,InternalTools,prod
